KEGGgene	KO	Organism
syf:Synpcc7942_1726	ko:K03101	Synechococcus
syf:Synpcc7942_1727	ko:K03523	Synechococcus
syf:Synpcc7942_1729	ko:K07646	Synechococcus
syf:Synpcc7942_1731	ko:K07101	Synechococcus
syf:Synpcc7942_1741	ko:K01924	Synechococcus
syf:Synpcc7942_1742	ko:K00150	Synechococcus
syf:Synpcc7942_1746	ko:K03087	Synechococcus
syf:Synpcc7942_1747	ko:K07079	Synechococcus
syf:Synpcc7942_1749	ko:K05337	Synechococcus
syf:Synpcc7942_1758	ko:K06941	Synechococcus
syf:Synpcc7942_1763	ko:K01092	Synechococcus
syf:Synpcc7942_1766	ko:K00426	Synechococcus
syf:Synpcc7942_1767	ko:K00425	Synechococcus
syf:Synpcc7942_1771	ko:K03106	Synechococcus
syf:Synpcc7942_1772	ko:K02959	Synechococcus
syf:Synpcc7942_1775	ko:K06217	Synechococcus
syf:Synpcc7942_1779	ko:K03631	Synechococcus
syf:Synpcc7942_1780	ko:K03572	Synechococcus
syf:Synpcc7942_1782	ko:K01733	Synechococcus
syf:Synpcc7942_1784	ko:K03090	Synechococcus
syf:Synpcc7942_1787	ko:K04488	Synechococcus
syf:Synpcc7942_1789	ko:K05516	Synechococcus
syf:Synpcc7942_1790	ko:K06223	Synechococcus
syf:Synpcc7942_1793	ko:K03671	Synechococcus
syf:Synpcc7942_1795	ko:K03664	Synechococcus
syf:Synpcc7942_1799	ko:K04655	Synechococcus
syf:Synpcc7942_1806	ko:K03564	Synechococcus
syf:Synpcc7942_1808	ko:K03525	Synechococcus
syf:Synpcc7942_1813	ko:K04079	Synechococcus
syf:Synpcc7942_1820	ko:K06890	Synechococcus
syf:Synpcc7942_1825	ko:K00995	Synechococcus
syf:Synpcc7942_1830	ko:K03671	Synechococcus
syf:Synpcc7942_2110	ko:K00604	Synechococcus
syf:Synpcc7942_2116	ko:K06889	Synechococcus
syf:Synpcc7942_2117	ko:K02433	Synechococcus
syf:Synpcc7942_2119	ko:K03218	Synechococcus
syf:Synpcc7942_2122	ko:K01956	Synechococcus
syf:Synpcc7942_2134	ko:K01448	Synechococcus
syf:Synpcc7942_2137	ko:K03403	Synechococcus
syf:Synpcc7942_2139	ko:K00799	Synechococcus
syf:Synpcc7942_2142	ko:K03113	Synechococcus
syf:Synpcc7942_2143	ko:K01696	Synechococcus
syf:Synpcc7942_2147	ko:K07065	Synechococcus
syf:Synpcc7942_2158	ko:K02097	Synechococcus
syf:Synpcc7942_2168	ko:K03657	Synechococcus
syf:Synpcc7942_2175	ko:K02012	Synechococcus
syf:Synpcc7942_2180	ko:K03564	Synechococcus
syf:Synpcc7942_2183	ko:K03469	Synechococcus
syf:Synpcc7942_2188	ko:K02552	Synechococcus
syf:Synpcc7942_2190	ko:K07305	Synechococcus
syf:Synpcc7942_2191	ko:K07090	Synechococcus
syf:Synpcc7942_2204	ko:K02909	Synechococcus
syf:Synpcc7942_2205	ko:K02996	Synechococcus
syf:Synpcc7942_2206	ko:K02871	Synechococcus
syf:Synpcc7942_2207	ko:K06173	Synechococcus
syf:Synpcc7942_1168	ko:K06898	Synechococcus
syf:Synpcc7942_1169	ko:K02035	Synechococcus
syf:Synpcc7942_1171	ko:K06876	Synechococcus
syf:Synpcc7942_1172	ko:K03820	Synechococcus
syf:Synpcc7942_1174	ko:K02711	Synechococcus
syf:Synpcc7942_1175	ko:K02713	Synechococcus
syf:Synpcc7942_1176	ko:K02708	Synechococcus
syf:Synpcc7942_1177	ko:K02707	Synechococcus
syf:Synpcc7942_1181	ko:K05582	Synechococcus
syf:Synpcc7942_1182	ko:K05581	Synechococcus
syf:Synpcc7942_1184	ko:K01737	Synechococcus
syf:Synpcc7942_1189	ko:K03752	Synechococcus
syf:Synpcc7942_1194	ko:K03474	Synechococcus
syf:Synpcc7942_1198	ko:K00382	Synechococcus
syf:Synpcc7942_1199	ko:K03437	Synechococcus
syf:Synpcc7942_1218	ko:K08480	Synechococcus
syf:Synpcc7942_1219	ko:K02888	Synechococcus
syf:Synpcc7942_1220	ko:K02899	Synechococcus
syf:Synpcc7942_1222	ko:K03177	Synechococcus
syf:Synpcc7942_1223	ko:K02004	Synechococcus
syf:Synpcc7942_1224	ko:K02005	Synechococcus
syf:Synpcc7942_2208	ko:K02879	Synechococcus
syf:Synpcc7942_2209	ko:K03040	Synechococcus
syf:Synpcc7942_2210	ko:K02948	Synechococcus
syf:Synpcc7942_2211	ko:K02952	Synechococcus
syf:Synpcc7942_2212	ko:K02919	Synechococcus
syf:Synpcc7942_2213	ko:K00939	Synechococcus
syf:Synpcc7942_2215	ko:K02876	Synechococcus
syf:Synpcc7942_2216	ko:K02988	Synechococcus
syf:Synpcc7942_2217	ko:K02881	Synechococcus
syf:Synpcc7942_2218	ko:K02933	Synechococcus
syf:Synpcc7942_2219	ko:K02994	Synechococcus
syf:Synpcc7942_2221	ko:K02895	Synechococcus
syf:Synpcc7942_2222	ko:K02874	Synechococcus
syf:Synpcc7942_2223	ko:K02961	Synechococcus
syf:Synpcc7942_2224	ko:K02904	Synechococcus
syf:Synpcc7942_2225	ko:K02878	Synechococcus
syf:Synpcc7942_2226	ko:K02982	Synechococcus
syf:Synpcc7942_2228	ko:K02965	Synechococcus
syf:Synpcc7942_2229	ko:K02886	Synechococcus
syf:Synpcc7942_2231	ko:K02926	Synechococcus
syf:Synpcc7942_2232	ko:K02906	Synechococcus
syf:Synpcc7942_2234	ko:K05585	Synechococcus
syf:Synpcc7942_2236	ko:K02031	Synechococcus
syf:Synpcc7942_2236	ko:K02032	Synechococcus
syf:Synpcc7942_2245	ko:K02724	Synechococcus
syf:Synpcc7942_2247	ko:K03555	Synechococcus
syf:Synpcc7942_2248	ko:K03530	Synechococcus
syf:Synpcc7942_2250	ko:K03629	Synechococcus
syf:Synpcc7942_2258	ko:K00835	Synechococcus
syf:Synpcc7942_2259	ko:K02860	Synechococcus
syf:Synpcc7942_2261	ko:K03926	Synechococcus
syf:Synpcc7942_2263	ko:K01892	Synechococcus
syf:Synpcc7942_2266	ko:K02055	Synechococcus
syf:Synpcc7942_2271	ko:K01515	Synechococcus
syf:Synpcc7942_2279	ko:K03320	Synechococcus
syf:Synpcc7942_1180	ko:K05574	Synechococcus
syf:Synpcc7942_2049	ko:K02689	Synechococcus
syf:Synpcc7942_2052	ko:K02034	Synechococcus
syf:Synpcc7942_2055	ko:K03185	Synechococcus
syf:Synpcc7942_2060	ko:K06997	Synechococcus
syf:Synpcc7942_2063	ko:K03787	Synechococcus
syf:Synpcc7942_2064	ko:K01889	Synechococcus
syf:Synpcc7942_2066	ko:K05539	Synechococcus
syf:Synpcc7942_2070	ko:K02669	Synechococcus
syf:Synpcc7942_2071	ko:K02652	Synechococcus
syf:Synpcc7942_2073	ko:K04043	Synechococcus
syf:Synpcc7942_2048	ko:K02690	Synechococcus
syf:Synpcc7942_2074	ko:K03686	Synechococcus
syf:Synpcc7942_2076	ko:K06949	Synechococcus
syf:Synpcc7942_0583	ko:K03405	Synechococcus
syf:Synpcc7942_2283	ko:K07150	Synechococcus
syf:Synpcc7942_2289	ko:K01627	Synechococcus
syf:Synpcc7942_2298	ko:K03550	Synechococcus
syf:Synpcc7942_2299	ko:K02956	Synechococcus
syf:Synpcc7942_2312	ko:K02563	Synechococcus
syf:Synpcc7942_2313	ko:K04077	Synechococcus
syf:Synpcc7942_2314	ko:K04078	Synechococcus
syf:Synpcc7942_2315	ko:K02112	Synechococcus
syf:Synpcc7942_2316	ko:K02114	Synechococcus
syf:Synpcc7942_2322	ko:K02435	Synechococcus
syf:Synpcc7942_2323	ko:K03676	Synechococcus
syf:Synpcc7942_2329	ko:K06885	Synechococcus
syf:Synpcc7942_2335	ko:K03841	Synechococcus
syf:Synpcc7942_2340	ko:K03977	Synechococcus
syf:Synpcc7942_2343	ko:K02696	Synechococcus
syf:Synpcc7942_2348	ko:K07568	Synechococcus
syf:Synpcc7942_2349	ko:K02669	Synechococcus
syf:Synpcc7942_2353	ko:K03801	Synechococcus
syf:Synpcc7942_2360	ko:K01448	Synechococcus
syf:Synpcc7942_2365	ko:K02837	Synechococcus
syf:Synpcc7942_2369	ko:K03296	Synechococcus
syf:Synpcc7942_2377	ko:K03589	Synechococcus
syf:Synpcc7942_2378	ko:K03531	Synechococcus
syf:Synpcc7942_2384	ko:K03737	Synechococcus
syf:Synpcc7942_2230	ko:K02892	Synechococcus
syf:Synpcc7942_2109	ko:K06147	Synechococcus
syf:Synpcc7942_1161	ko:K09936	Synechococcus
syf:Synpcc7942_0572	ko:K08234	Synechococcus
syf:Synpcc7942_0613	ko:K08296	Synechococcus
syf:Synpcc7942_0473	ko:K10680	Synechococcus
syf:Synpcc7942_1870	ko:K02005	Synechococcus
syf:Synpcc7942_1875	ko:K03568	Synechococcus
syf:Synpcc7942_2305	ko:K11332	Synechococcus
syf:Synpcc7942_1379	ko:K01961	Synechococcus
syf:Synpcc7942_1453	ko:K11329	Synechococcus
syf:Synpcc7942_B2619	ko:K01673	Synechococcus
syf:Synpcc7942_2309	ko:K03386	Synechococcus
syf:Synpcc7942_1854	ko:K13541	Synechococcus
syf:Synpcc7942_0828	ko:K09966	Synechococcus
syf:Synpcc7942_1852	ko:K06042	Synechococcus
syf:Synpcc7942_1967	ko:K06153	Synechococcus
syf:Synpcc7942_1316	ko:K09818	Synechococcus
syf:Synpcc7942_2575	ko:K09818	Synechococcus
syf:Synpcc7942_0021	ko:K05895	Synechococcus
syf:Synpcc7942_1244	ko:K09691	Synechococcus
syf:Synpcc7942_1126	ko:K09690	Synechococcus
syf:Synpcc7942_0095	ko:K10697	Synechococcus
syf:Synpcc7942_0094	ko:K02341	Synechococcus
syf:Synpcc7942_0958	ko:K11175	Synechococcus
syf:Synpcc7942_1293	ko:K01890	Synechococcus
syf:Synpcc7942_2120	ko:K11145	Synechococcus
syf:Synpcc7942_1142	ko:K01874	Synechococcus
syf:Synpcc7942_1136	ko:K01256	Synechococcus
syf:Synpcc7942_1012	ko:K07657	Synechococcus
syf:Synpcc7942_0644	ko:K11356	Synechococcus
syf:Synpcc7942_0166	ko:K01424	Synechococcus
syf:Synpcc7942_2131	ko:K08309	Synechococcus
syf:Synpcc7942_0392	ko:K08304	Synechococcus
syf:Synpcc7942_0510	ko:K08966	Synechococcus
syf:Synpcc7942_1744	ko:K12073	Synechococcus
syf:Synpcc7942_2145	ko:K12251	Synechococcus
syf:Synpcc7942_B2651	ko:K03733	Synechococcus
syf:Synpcc7942_0922	ko:K01894	Synechococcus
syf:Synpcc7942_0251	ko:K02342	Synechococcus
syf:Synpcc7942_1010	ko:K06178	Synechococcus
syf:Synpcc7942_2545	ko:K00812	Synechococcus
syf:Synpcc7942_1609	ko:K00524	Synechococcus
syf:Synpcc7942_1255	ko:K11325	Synechococcus
syf:Synpcc7942_1004	ko:K11312	Synechococcus
syf:Synpcc7942_1717	ko:K11473	Synechococcus
syf:Synpcc7942_0246	ko:K09969	Synechococcus
syf:Synpcc7942_2426	ko:K02643	Synechococcus
syf:Synpcc7942_0017	ko:K01625	Synechococcus
syf:Synpcc7942_1718	ko:K11472	Synechococcus
syf:Synpcc7942_1846	ko:K12574	Synechococcus
syf:Synpcc7942_0396	ko:K00602	Synechococcus
syf:Synpcc7942_1994	ko:K09880	Synechococcus
syf:Synpcc7942_1995	ko:K11755	Synechococcus
syf:Synpcc7942_1911	ko:K12573	Synechococcus
syf:Synpcc7942_0476	ko:K06891	Synechococcus
syf:Synpcc7942_1963	ko:K01297	Synechococcus
syf:Synpcc7942_1230	ko:K13292	Synechococcus
syf:Synpcc7942_0203	ko:K11752	Synechococcus
syf:Synpcc7942_0608	ko:K08967	Synechococcus
syf:Synpcc7942_1807	ko:K03574	Synechococcus
syf:Synpcc7942_0777	ko:K01491	Synechococcus
syf:Synpcc7942_0589	ko:K06940	Synechococcus
syf:Synpcc7942_0492	ko:K11753	Synechococcus
syf:Synpcc7942_0514	ko:K09774	Synechococcus
syf:Synpcc7942_0505	ko:K11532	Synechococcus
syf:Synpcc7942_1488	ko:K11950	Synechococcus
syf:Synpcc7942_1490	ko:K11952	Synechococcus
syf:Synpcc7942_1491	ko:K11953	Synechococcus
syf:Synpcc7942_1850	ko:K00595	Synechococcus
syf:Synpcc7942_1861	ko:K11954	Synechococcus
syf:Synpcc7942_1893	ko:K11957	Synechococcus
syf:Synpcc7942_1894	ko:K11955	Synechococcus
syf:Synpcc7942_2177	ko:K11956	Synechococcus
syf:Synpcc7942_1738	ko:K11717	Synechococcus
syf:Synpcc7942_0271	ko:K02303	Synechococcus
syf:Synpcc7942_0815	ko:K11958	Synechococcus
syf:Synpcc7942_B2661	ko:K11717	Synechococcus
syf:Synpcc7942_0345	ko:K03524	Synechococcus
syf:Synpcc7942_0686	ko:K11781	Synechococcus
syf:Synpcc7942_1404	ko:K11521	Synechococcus
syf:Synpcc7942_1586	ko:K11520	Synechococcus
syf:Synpcc7942_2579	ko:K05516	Synechococcus
syf:Synpcc7942_1489	ko:K11951	Synechococcus
syf:Synpcc7942_0944	ko:K11754	Synechococcus
syf:Synpcc7942_2346	ko:K11777	Synechococcus
syf:Synpcc7942_2610	ko:K02303	Synechococcus
syf:Synpcc7942_0892	ko:K11780	Synechococcus
syf:Synpcc7942_1844	ko:K09457	Synechococcus
syf:Synpcc7942_1151	ko:K13799	Synechococcus
syf:Synpcc7942_1931	ko:K07313	Synechococcus
syf:Synpcc7942_1926	ko:K03666	Synechococcus
syf:Synpcc7942_0292	ko:K13038	Synechococcus
syf:Synpcc7942_2047	ko:K00281	Synechococcus
syf:Synpcc7942_1896	ko:K00620	Synechococcus
syf:Synpcc7942_2401	ko:K13993	Synechococcus
syf:Synpcc7942_1573	ko:K00034	Synechococcus
syf:Synpcc7942_0459	ko:K00121	Synechococcus
syf:Synpcc7942_1656	ko:K03782	Synechococcus
syf:Synpcc7942_0278	ko:K05586	Synechococcus
syf:Synpcc7942_0846	ko:K01792	Synechococcus
syf:Synpcc7942_2160	ko:K00830	Synechococcus
syf:Synpcc7942_R0014	ko:K14231	Synechococcus
syf:Synpcc7942_R0020	ko:K14221	Synechococcus
syf:Synpcc7942_0205	ko:K13522	Synechococcus
syf:Synpcc7942_2362	ko:K05356	Synechococcus
syf:Synpcc7942_0776	ko:K13789	Synechococcus
syf:Synpcc7942_1276	ko:K02030	Synechococcus
syf:Synpcc7942_R0040	ko:K14228	Synechococcus
syf:Synpcc7942_R0009	ko:K14225	Synechococcus
syf:Synpcc7942_R0032	ko:K14225	Synechococcus
syf:Synpcc7942_0909	ko:K13628	Synechococcus
syf:Synpcc7942_R0029	ko:K14232	Synechococcus
syf:Synpcc7942_R0025	ko:K14220	Synechococcus
syf:Synpcc7942_R0045	ko:K14232	Synechococcus
syf:Synpcc7942_0029	ko:K02169	Synechococcus
syf:Synpcc7942_0458	ko:K01070	Synechococcus
syf:Synpcc7942_2274	ko:K03404	Synechococcus
syf:Synpcc7942_1853	ko:K03394	Synechococcus
syf:Synpcc7942_R0001	ko:K14225	Synechococcus
syf:Synpcc7942_R0010	ko:K14219	Synechococcus
syf:Synpcc7942_R0008	ko:K14233	Synechococcus
syf:Synpcc7942_R0002	ko:K14233	Synechococcus
syf:Synpcc7942_R0023	ko:K14233	Synechococcus
syf:Synpcc7942_R0016	ko:K14233	Synechococcus
syf:Synpcc7942_R0003	ko:K14234	Synechococcus
syf:Synpcc7942_2195	ko:K01768	Synechococcus
syf:Synpcc7942_R0041	ko:K14234	Synechococcus
syf:Synpcc7942_R0012	ko:K14219	Synechococcus
syf:Synpcc7942_R0021	ko:K14218	Synechococcus
syf:Synpcc7942_R0034	ko:K14218	Synechococcus
syf:Synpcc7942_R0039	ko:K14228	Synechococcus
syf:Synpcc7942_R0053	ko:K14237	Synechococcus
syf:Synpcc7942_1593	ko:K14331	Synechococcus
syf:Synpcc7942_1594	ko:K14330	Synechococcus
syf:Synpcc7942_R0037	ko:K14223	Synechococcus
syf:Synpcc7942_R0007	ko:K14224	Synechococcus
syf:Synpcc7942_R0022	ko:K14227	Synechococcus
syf:Synpcc7942_R0033	ko:K14227	Synechococcus
syf:Synpcc7942_R0043	ko:K14234	Synechococcus
syf:Synpcc7942_R0048	ko:K14228	Synechococcus
syf:Synpcc7942_R0046	ko:K14237	Synechococcus
syf:Synpcc7942_R0042	ko:K14236	Synechococcus
syf:Synpcc7942_R0026	ko:K14222	Synechococcus
syf:Synpcc7942_R0027	ko:K14222	Synechococcus
syf:Synpcc7942_R0015	ko:K14228	Synechococcus
syf:Synpcc7942_R0036	ko:K01978	Synechococcus
syf:Synpcc7942_R0049	ko:K14229	Synechococcus
syf:Synpcc7942_R0031	ko:K14219	Synechococcus
syf:Synpcc7942_R0018	ko:K14218	Synechococcus
syf:Synpcc7942_R0005	ko:K01980	Synechococcus
syf:Synpcc7942_R0051	ko:K01980	Synechococcus
syf:Synpcc7942_2512	ko:K14441	Synechococcus
syf:Synpcc7942_R0004	ko:K01977	Synechococcus
syf:Synpcc7942_R0052	ko:K01977	Synechococcus
syf:Synpcc7942_2061	ko:K14518	Synechococcus
syf:Synpcc7942_R0044	ko:K14232	Synechococcus
syf:Synpcc7942_2379	ko:K00941	Synechococcus
syf:Synpcc7942_R0038	ko:K14237	Synechococcus
syf:Synpcc7942_1965	ko:K01524	Synechococcus
syf:Synpcc7942_1432	ko:K14652	Synechococcus
syf:Synpcc7942_R0006	ko:K01985	Synechococcus
syf:Synpcc7942_R0050	ko:K01985	Synechococcus
syf:Synpcc7942_R0019	ko:K14235	Synechococcus
syf:Synpcc7942_R0028	ko:K14230	Synechococcus
syf:Synpcc7942_1805	ko:K06133	Synechococcus
syf:Synpcc7942_R0013	ko:K14226	Synechococcus
syf:Synpcc7942_R0024	ko:K14230	Synechococcus
syf:Synpcc7942_R0035	ko:K14230	Synechococcus
syf:Synpcc7942_1082	ko:K01537	Synechococcus
syf:Synpcc7942_1689	ko:K01011	Synechococcus
syf:Synpcc7942_0756	ko:K01185	Synechococcus
syf:Synpcc7942_1114	ko:K14540	Synechococcus
syf:Synpcc7942_0727	ko:K06919	Synechococcus
syf:Synpcc7942_0766	ko:K14623	Synechococcus
syf:Synpcc7942_R0030	ko:K14218	Synechococcus
syf:Synpcc7942_R0011	ko:K14219	Synechococcus
syf:Synpcc7942_1238	ko:K15577	Synechococcus
syf:Synpcc7942_2586	ko:K00389	Synechococcus
syf:Synpcc7942_1602	ko:K02533	Synechococcus
syf:Synpcc7942_0241	ko:K03215	Synechococcus
syf:Synpcc7942_0660	ko:K15226	Synechococcus
syf:Synpcc7942_0279	ko:K05587	Synechococcus
syf:Synpcc7942_0413	ko:K05583	Synechococcus
syf:Synpcc7942_0652	ko:K14606	Synechococcus
syf:Synpcc7942_0081	ko:K14761	Synechococcus
syf:Synpcc7942_1237	ko:K15578	Synechococcus
syf:Synpcc7942_0196	ko:K00464	Synechococcus
syf:Synpcc7942_0469	ko:K15633	Synechococcus
syf:Synpcc7942_1236	ko:K15579	Synechococcus
syf:Synpcc7942_B2630	ko:K02050	Synechococcus
syf:Synpcc7942_2107	ko:K15576	Synechococcus
syf:Synpcc7942_1381	ko:K15738	Synechococcus
syf:Synpcc7942_0173	ko:K01082	Synechococcus
syf:Synpcc7942_1608	ko:K16011	Synechococcus
syf:Synpcc7942_2106	ko:K15577	Synechococcus
syf:Synpcc7942_1239	ko:K15576	Synechococcus
syf:Synpcc7942_0028	ko:K19560	Synechococcus
syf:Synpcc7942_0965	ko:K01082	Synechococcus
syf:Synpcc7942_B2631	ko:K09803	Synechococcus
syf:Synpcc7942_B2637	ko:K03496	Synechococcus
syf:Synpcc7942_0149	ko:K10778	Synechococcus
syf:Synpcc7942_0996	ko:K15918	Synechococcus
syf:Synpcc7942_1660	ko:K10716	Synechococcus
syf:Synpcc7942_0442	ko:K03320	Synechococcus
syf:Synpcc7942_B2620	ko:K03781	Synechococcus
syf:Synpcc7942_R0047	ko:K01983	Synechococcus
syf:Synpcc7942_0683	ko:K10716	Synechococcus
syf:Synpcc7942_0287	ko:K10716	Synechococcus
syf:Synpcc7942_1471	ko:K05570	Synechococcus
syf:Synpcc7942_2105	ko:K15578	Synechococcus
syf:Synpcc7942_0976	ko:K00974	Synechococcus
syf:Synpcc7942_0366	ko:K03321	Synechococcus
syf:Synpcc7942_1472	ko:K05569	Synechococcus
syf:Synpcc7942_1470	ko:K05571	Synechococcus
syf:Synpcc7942_1473	ko:K05568	Synechococcus
syf:Synpcc7942_0791	ko:K00974	Synechococcus
syf:Synpcc7942_1221	ko:K02658	Synechococcus
syf:Synpcc7942_0856	ko:K11523	Synechococcus
syf:Synpcc7942_0855	ko:K11522	Synechococcus
syf:Synpcc7942_2317	ko:K01533	Synechococcus
syf:Synpcc7942_1692	ko:K07448	Synechococcus
syf:Synpcc7942_0281	ko:K02851	Synechococcus
syf:Synpcc7942_0560	ko:K16787	Synechococcus
syf:Synpcc7942_2341	ko:K16785	Synechococcus
syf:Synpcc7942_R0017	ko:K15035	Synechococcus
syf:Synpcc7942_1639	ko:K16786	Synechococcus
syf:Synpcc7942_0498	ko:K16881	Synechococcus
syf:Synpcc7942_0113	ko:K02642	Synechococcus
syf:Synpcc7942_0512	ko:K11720	Synechococcus
syf:Synpcc7942_0471	ko:K17246	Synechococcus
syf:Synpcc7942_0526	ko:K17245	Synechococcus
syf:Synpcc7942_0854	ko:K17108	Synechococcus
syf:Synpcc7942_2417	ko:K17244	Synechococcus
syf:Synpcc7942_2149	ko:K01992	Synechococcus
syf:Synpcc7942_0068	ko:K01990	Synechococcus
syf:Synpcc7942_2148	ko:K01990	Synechococcus
syf:Synpcc7942_0960	ko:K10112	Synechococcus
syf:Synpcc7942_0947	ko:K10112	Synechococcus
syf:Synpcc7942_1570	ko:K17686	Synechococcus
syf:Synpcc7942_1603	ko:K17836	Synechococcus
syf:Synpcc7942_0290	ko:K00254	Synechococcus
syf:Synpcc7942_0375	ko:K07263	Synechococcus
syf:Synpcc7942_2556	ko:K18007	Synechococcus
syf:Synpcc7942_0132	ko:K18208	Synechococcus
syf:Synpcc7942_2555	ko:K00436	Synechococcus
syf:Synpcc7942_0056	ko:K13010	Synechococcus
syf:Synpcc7942_0704	ko:K18234	Synechococcus
syf:Synpcc7942_2171	ko:K04047	Synechococcus
syf:Synpcc7942_1672	ko:K07260	Synechococcus
syf:Synpcc7942_0280	ko:K03742	Synechococcus
syf:Synpcc7942_0206	ko:K03462	Synechococcus
syf:Synpcc7942_0596	ko:K18534	Synechococcus
syf:Synpcc7942_2257	ko:K00345	Synechococcus
syf:Synpcc7942_1043	ko:K18678	Synechococcus
syf:Synpcc7942_1213	ko:K18828	Synechococcus
syf:Synpcc7942_1651	ko:K05946	Synechococcus
syf:Synpcc7942_0357	ko:K18814	Synechococcus
syf:Synpcc7942_1734	ko:K17892	Synechococcus
syf:Synpcc7942_0785	ko:K05366	Synechococcus
syf:Synpcc7942_0530	ko:K18979	Synechococcus
syf:Synpcc7942_1083	ko:K19003	Synechococcus
syf:Synpcc7942_2345	ko:K19032	Synechococcus
syf:Synpcc7942_1889	ko:K16149	Synechococcus
syf:Synpcc7942_2080	ko:K01621	Synechococcus
syf:Synpcc7942_1149	ko:K08678	Synechococcus
syf:Synpcc7942_1207	ko:K19158	Synechococcus
syf:Synpcc7942_1386	ko:K19221	Synechococcus
syf:Synpcc7942_1208	ko:K19159	Synechococcus
syf:Synpcc7942_0957	ko:K19221	Synechococcus
syf:Synpcc7942_0427	ko:K01990	Synechococcus
syf:Synpcc7942_0811	ko:K03316	Synechococcus
syf:Synpcc7942_1856	ko:K11991	Synechococcus
syf:Synpcc7942_2373	ko:K19802	Synechococcus
syf:Synpcc7942_0706	ko:K02191	Synechococcus
syf:Synpcc7942_0861	ko:K20024	Synechococcus
syf:Synpcc7942_1291	ko:K21903	Synechococcus
syf:Synpcc7942_1290	ko:K21904	Synechococcus
syf:Synpcc7942_0600	ko:K12132	Synechococcus
syf:Synpcc7942_0640	ko:K18889	Synechococcus
syf:Synpcc7942_0782	ko:K18890	Synechococcus
syf:Synpcc7942_0086	ko:K01214	Synechococcus
syf:Synpcc7942_1005	ko:K20866	Synechococcus
syf:Synpcc7942_0592	ko:K21071	Synechococcus
syf:Synpcc7942_0943	ko:K00821	Synechococcus
syf:Synpcc7942_1359	ko:K21231	Synechococcus
syf:Synpcc7942_0158	ko:K21147	Synechococcus
syf:Synpcc7942_1781	ko:K03636	Synechococcus
syf:Synpcc7942_1858	ko:K21480	Synechococcus
syf:Synpcc7942_1544	ko:K21495	Synechococcus
syf:Synpcc7942_1243	ko:K10914	Synechococcus
syf:Synpcc7942_2462	ko:K22935	Synechococcus
syf:Synpcc7942_1310	ko:K21703	Synechococcus
syf:Synpcc7942_0127	ko:K21561	Synechococcus
syf:Synpcc7942_1545	ko:K07062	Synechococcus
syf:Synpcc7942_0946	ko:K21639	Synechococcus
syf:Synpcc7942_1800	ko:K06006	Synechococcus
syf:Synpcc7942_2543	ko:K21929	Synechococcus
syf:Synpcc7942_0610	ko:K22044	Synechococcus
syf:Synpcc7942_2339	ko:K21344	Synechococcus
syf:Synpcc7942_0702	ko:K22205	Synechococcus
syf:Synpcc7942_1252	ko:K03547	Synechococcus
syf:Synpcc7942_1273	ko:K23997	Synechococcus
syf:Synpcc7942_1648	ko:K09825	Synechococcus
syf:Synpcc7942_2600	ko:K02257	Synechococcus
syf:Synpcc7942_0091	ko:K03181	Synechococcus
syf:Synpcc7942_0485	ko:K22305	Synechococcus
syf:Synpcc7942_1259	ko:K01551	Synechococcus
syf:Synpcc7942_2358	ko:K11206	Synechococcus
syf:Synpcc7942_1877	ko:K22452	Synechococcus
syf:Synpcc7942_0070	ko:K00275	Synechococcus
syf:Synpcc7942_1135	ko:K07232	Synechococcus
syf:Synpcc7942_1791	ko:K21430	Synechococcus
syf:Synpcc7942_0371	ko:K00651	Synechococcus
syf:Synpcc7942_1714	ko:K00641	Synechococcus
syf:Synpcc7942_1367	ko:K23139	Synechococcus
syf:Synpcc7942_1099	ko:K23095	Synechococcus
syf:Synpcc7942_1366	ko:K23094	Synechococcus
syf:Synpcc7942_2508	ko:K17872	Synechococcus
syf:Synpcc7942_2561	ko:K23054	Synechococcus
syf:Synpcc7942_1681	ko:K23163	Synechococcus
syf:Synpcc7942_1722	ko:K23163	Synechococcus
syf:Synpcc7942_0003	ko:K23269	Synechococcus
syf:Synpcc7942_0819	ko:K23265	Synechococcus
syf:Synpcc7942_0818	ko:K23264	Synechococcus
syf:Synpcc7942_1990	ko:K23541	Synechococcus
syf:Synpcc7942_1377	ko:K01139	Synechococcus
syf:Synpcc7942_0493	ko:K23753	Synechococcus
syf:Synpcc7942_1360	ko:K01005	Synechococcus
syf:Synpcc7942_2034	ko:K05841	Synechococcus
syf:Synpcc7942_2129	ko:K23976	Synechococcus
syf:Synpcc7942_0414	ko:K23975	Synechococcus
syf:Synpcc7942_0105	ko:K01950	Synechococcus
syf:Synpcc7942_1696	ko:K06911	Synechococcus
syf:Synpcc7942_1309	ko:K00297	Synechococcus
syf:Synpcc7942_1884	ko:K21345	Synechococcus
syf:Synpcc7942_1905	ko:K11004	Synechococcus
syf:Synpcc7942_0857	ko:K11524	Synechococcus
syf:Synpcc7942_B2643	ko:K18199	Synechococcus
syf:Synpcc7942_0107	ko:K03595	Synechococcus
syf:Synpcc7942_2449	ko:K24158	Synechococcus
syf:Synpcc7942_1584	ko:K08997	Synechococcus
syf:Synpcc7942_2186	ko:K23994	Synechococcus
syf:Synpcc7942_1264	ko:K03316	Synechococcus
syf:Synpcc7942_0214	ko:K24180	Synechococcus
syf:Synpcc7942_1016	ko:K03408	Synechococcus
syf:Synpcc7942_0858	ko:K11525	Synechococcus
