Organism	Metabolite	Conc	Module	Relation	Interactions	Description
Hydrogenophaga	ATP	High	M00015	Internal	0	Proline biosynthesis, glutamate => proline
Hydrogenophaga	ATP	High	M00096	Internal	0	C5 isoprenoid biosynthesis, non-mevalonate pathway
Hydrogenophaga	ATP	High	M00115	Internal	0	NAD biosynthesis, aspartate => quinolinate => NAD
Hydrogenophaga	ATP	High	M00123	Internal	0	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin
Hydrogenophaga	ATP	High	M00144	External	0	NADH:quinone oxidoreductase, prokaryotes
Hydrogenophaga	ATP	High	M00149	External	0	Succinate dehydrogenase, prokaryotes
Hydrogenophaga	ATP	High	M00357	Internal	0	Methanogenesis, acetate => methane
Hydrogenophaga	ATP	High	M00376	Internal	0	3-Hydroxypropionate bi-cycle
Hydrogenophaga	ATP	High	M00565	Internal	0	Trehalose biosynthesis, D-glucose 1P => trehalose
Hydrogenophaga	ATP	High	M00577	Internal	0	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin
Hydrogenophaga	ATP	High	M00642	External	0	Multidrug resistance, efflux pump MexJK-OprM
Hydrogenophaga	ATP	High	M00855	External	0	Glycogen degradation, glycogen => glucose-6P
Hydrogenophaga	ATP	High	M00873	External	0	Fatty acid biosynthesis in mitochondria, animals
Hydrogenophaga	ATP	High	M00912	Internal	0	NAD biosynthesis, tryptophan => quinolinate => NAD
Hydrogenophaga	ATP	Low	M00001	Internal	0	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate
Hydrogenophaga	ATP	Low	M00002	Internal	0	Glycolysis, core module involving three-carbon compounds
Hydrogenophaga	ATP	Low	M00003	Internal	0	Gluconeogenesis, oxaloacetate => fructose-6P
Hydrogenophaga	ATP	Low	M00006	External	0	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
Hydrogenophaga	ATP	Low	M00008	External	0	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate
Hydrogenophaga	ATP	Low	M00010	External	0	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate
Hydrogenophaga	ATP	Low	M00012	External	0	Glyoxylate cycle
Hydrogenophaga	ATP	Low	M00013	External	0	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA
Hydrogenophaga	ATP	Low	M00015	Internal	0	Proline biosynthesis, glutamate => proline
Hydrogenophaga	ATP	Low	M00016	Internal	0	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine
Hydrogenophaga	ATP	Low	M00019	External	0	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine
Hydrogenophaga	ATP	Low	M00026	Internal	0	Histidine biosynthesis, PRPP => histidine
Hydrogenophaga	ATP	Low	M00029	Internal	0	Urea cycle
Hydrogenophaga	ATP	Low	M00049	Internal	0	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
Hydrogenophaga	ATP	Low	M00052	Internal	0	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
Hydrogenophaga	ATP	Low	M00053	Internal	0	Pyrimidine deoxyribonuleotide biosynthesis, CDP => dCTP
Hydrogenophaga	ATP	Low	M00082	Internal	0	Fatty acid biosynthesis, initiation
Hydrogenophaga	ATP	Low	M00083	External	0	Fatty acid biosynthesis, elongation
Hydrogenophaga	ATP	Low	M00087	External	0	beta-Oxidation
Hydrogenophaga	ATP	Low	M00088	External	0	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone
Hydrogenophaga	ATP	Low	M00095	Internal	0	C5 isoprenoid biosynthesis, mevalonate pathway
Hydrogenophaga	ATP	Low	M00096	Internal	0	C5 isoprenoid biosynthesis, non-mevalonate pathway
Hydrogenophaga	ATP	Low	M00115	Internal	0	NAD biosynthesis, aspartate => quinolinate => NAD
Hydrogenophaga	ATP	Low	M00118	Internal	0	Glutathione biosynthesis, glutamate => glutathione
Hydrogenophaga	ATP	Low	M00119	Internal	0	Pantothenate biosynthesis, valine/L-aspartate => pantothenate
Hydrogenophaga	ATP	Low	M00123	Internal	0	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin
Hydrogenophaga	ATP	Low	M00125	Internal	0	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD
Hydrogenophaga	ATP	Low	M00144	External	0	NADH:quinone oxidoreductase, prokaryotes
Hydrogenophaga	ATP	Low	M00149	External	0	Succinate dehydrogenase, prokaryotes
Hydrogenophaga	ATP	Low	M00168	External	0	CAM (Crassulacean acid metabolism), dark
Hydrogenophaga	ATP	Low	M00173	Internal	0	Reductive citrate cycle (Arnon-Buchanan cycle)
Hydrogenophaga	ATP	Low	M00176	Internal	0	Assimilatory sulfate reduction, sulfate => H2S
Hydrogenophaga	ATP	Low	M00344	Internal	0	Formaldehyde assimilation, xylulose monophosphate pathway
Hydrogenophaga	ATP	Low	M00345	Internal	0	Formaldehyde assimilation, ribulose monophosphate pathway
Hydrogenophaga	ATP	Low	M00346	Internal	0	Formaldehyde assimilation, serine pathway
Hydrogenophaga	ATP	Low	M00357	Internal	0	Methanogenesis, acetate => methane
Hydrogenophaga	ATP	Low	M00374	Internal	0	Dicarboxylate-hydroxybutyrate cycle
Hydrogenophaga	ATP	Low	M00375	Internal	0	Hydroxypropionate-hydroxybutylate cycle
Hydrogenophaga	ATP	Low	M00376	Internal	0	3-Hydroxypropionate bi-cycle
Hydrogenophaga	ATP	Low	M00432	External	0	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate
Hydrogenophaga	ATP	Low	M00525	Internal	0	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine
Hydrogenophaga	ATP	Low	M00526	Internal	0	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine
Hydrogenophaga	ATP	Low	M00527	Internal	0	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine
Hydrogenophaga	ATP	Low	M00533	External	0	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate
Hydrogenophaga	ATP	Low	M00535	External	0	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate
Hydrogenophaga	ATP	Low	M00555	External	0	Betaine biosynthesis, choline => betaine
Hydrogenophaga	ATP	Low	M00565	Internal	0	Trehalose biosynthesis, D-glucose 1P => trehalose
Hydrogenophaga	ATP	Low	M00570	External	0	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine
Hydrogenophaga	ATP	Low	M00572	External	0	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP
Hydrogenophaga	ATP	Low	M00577	Internal	0	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin
Hydrogenophaga	ATP	Low	M00616	External	0	Sulfate-sulfur assimilation
Hydrogenophaga	ATP	Low	M00620	Internal	0	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate
Hydrogenophaga	ATP	Low	M00642	External	0	Multidrug resistance, efflux pump MexJK-OprM
Hydrogenophaga	ATP	Low	M00793	External	0	dTDP-L-rhamnose biosynthesis
Hydrogenophaga	ATP	Low	M00844	Internal	0	Arginine biosynthesis, ornithine => arginine
Hydrogenophaga	ATP	Low	M00845	Internal	0	Arginine biosynthesis, glutamate => acetylcitrulline => arginine
Hydrogenophaga	ATP	Low	M00849	Internal	0	C5 isoprenoid biosynthesis, mevalonate pathway, archaea
Hydrogenophaga	ATP	Low	M00855	External	0	Glycogen degradation, glycogen => glucose-6P
Hydrogenophaga	ATP	Low	M00873	External	0	Fatty acid biosynthesis in mitochondria, animals
Hydrogenophaga	ATP	Low	M00874	External	0	Fatty acid biosynthesis in mitochondria, fungi
Hydrogenophaga	ATP	Low	M00880	Internal	0	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor
Hydrogenophaga	ATP	Low	M00911	Internal	0	Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD
Hydrogenophaga	ATP	Low	M00912	Internal	0	NAD biosynthesis, tryptophan => quinolinate => NAD
Hydrogenophaga	ATP	Low	M00913	Internal	0	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate
Hydrogenophaga	ATP	Low	M00938	Internal	0	Pyrimidine deoxyribonuleotide biosynthesis, UDP => dTTP
Hydrogenophaga	Cit	High	M00001	External	0	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate
Hydrogenophaga	Cit	High	M00002	External	0	Glycolysis, core module involving three-carbon compounds
Hydrogenophaga	Cit	High	M00003	External	0	Gluconeogenesis, oxaloacetate => fructose-6P
Hydrogenophaga	Cit	High	M00004	External	0	Pentose phosphate pathway (Pentose phosphate cycle)
Hydrogenophaga	Cit	High	M00006	External	0	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
Hydrogenophaga	Cit	High	M00007	External	0	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
Hydrogenophaga	Cit	High	M00008	External	0	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate
Hydrogenophaga	Cit	High	M00009	Internal	0	Citrate cycle (TCA cycle, Krebs cycle)
Hydrogenophaga	Cit	High	M00010	Internal	0	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate
Hydrogenophaga	Cit	High	M00011	External	0	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
Hydrogenophaga	Cit	High	M00012	Internal	0	Glyoxylate cycle
Hydrogenophaga	Cit	High	M00013	External	0	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA
Hydrogenophaga	Cit	High	M00015	External	0	Proline biosynthesis, glutamate => proline
Hydrogenophaga	Cit	High	M00016	External	0	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine
Hydrogenophaga	Cit	High	M00019	External	0	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine
Hydrogenophaga	Cit	High	M00026	External	0	Histidine biosynthesis, PRPP => histidine
Hydrogenophaga	Cit	High	M00029	External	0	Urea cycle
Hydrogenophaga	Cit	High	M00032	External	0	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA
Hydrogenophaga	Cit	High	M00036	External	0	Leucine degradation, leucine => acetoacetate + acetyl-CoA
Hydrogenophaga	Cit	High	M00082	External	0	Fatty acid biosynthesis, initiation
Hydrogenophaga	Cit	High	M00083	External	0	Fatty acid biosynthesis, elongation
Hydrogenophaga	Cit	High	M00087	External	0	beta-Oxidation
Hydrogenophaga	Cit	High	M00096	External	0	C5 isoprenoid biosynthesis, non-mevalonate pathway
Hydrogenophaga	Cit	High	M00115	External	0	NAD biosynthesis, aspartate => quinolinate => NAD
Hydrogenophaga	Cit	High	M00116	External	0	Menaquinone biosynthesis, chorismate (+ polyprenyl-PP) => menaquinol
Hydrogenophaga	Cit	High	M00117	External	0	Ubiquinone biosynthesis, prokaryotes, chorismate (+ polyprenyl-PP) => ubiquinol
Hydrogenophaga	Cit	High	M00118	External	0	Glutathione biosynthesis, glutamate => glutathione
Hydrogenophaga	Cit	High	M00119	External	0	Pantothenate biosynthesis, valine/L-aspartate => pantothenate
Hydrogenophaga	Cit	High	M00123	External	0	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin
Hydrogenophaga	Cit	High	M00125	External	0	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD
Hydrogenophaga	Cit	High	M00144	External	0	NADH:quinone oxidoreductase, prokaryotes
Hydrogenophaga	Cit	High	M00149	External	0	Succinate dehydrogenase, prokaryotes
Hydrogenophaga	Cit	High	M00165	External	0	Reductive pentose phosphate cycle (Calvin cycle)
Hydrogenophaga	Cit	High	M00167	External	0	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
Hydrogenophaga	Cit	High	M00168	External	0	CAM (Crassulacean acid metabolism), dark
Hydrogenophaga	Cit	High	M00173	Internal	0	Reductive citrate cycle (Arnon-Buchanan cycle)
Hydrogenophaga	Cit	High	M00176	External	0	Assimilatory sulfate reduction, sulfate => H2S
Hydrogenophaga	Cit	High	M00307	External	0	Pyruvate oxidation, pyruvate => acetyl-CoA
Hydrogenophaga	Cit	High	M00344	External	0	Formaldehyde assimilation, xylulose monophosphate pathway
Hydrogenophaga	Cit	High	M00345	External	0	Formaldehyde assimilation, ribulose monophosphate pathway
Hydrogenophaga	Cit	High	M00346	External	0	Formaldehyde assimilation, serine pathway
Hydrogenophaga	Cit	High	M00357	External	0	Methanogenesis, acetate => methane
Hydrogenophaga	Cit	High	M00376	External	0	3-Hydroxypropionate bi-cycle
Hydrogenophaga	Cit	High	M00525	External	0	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine
Hydrogenophaga	Cit	High	M00526	External	0	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine
Hydrogenophaga	Cit	High	M00527	External	0	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine
Hydrogenophaga	Cit	High	M00532	External	0	Photorespiration
Hydrogenophaga	Cit	High	M00533	External	0	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate
Hydrogenophaga	Cit	High	M00555	External	0	Betaine biosynthesis, choline => betaine
Hydrogenophaga	Cit	High	M00565	External	0	Trehalose biosynthesis, D-glucose 1P => trehalose
Hydrogenophaga	Cit	High	M00570	External	0	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine
Hydrogenophaga	Cit	High	M00572	External	0	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP
Hydrogenophaga	Cit	High	M00577	External	0	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin
Hydrogenophaga	Cit	High	M00616	External	0	Sulfate-sulfur assimilation
Hydrogenophaga	Cit	High	M00620	External	0	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate
Hydrogenophaga	Cit	High	M00642	External	0	Multidrug resistance, efflux pump MexJK-OprM
Hydrogenophaga	Cit	High	M00740	Internal	0	Methylaspartate cycle
Hydrogenophaga	Cit	High	M00844	External	0	Arginine biosynthesis, ornithine => arginine
Hydrogenophaga	Cit	High	M00845	External	0	Arginine biosynthesis, glutamate => acetylcitrulline => arginine
Hydrogenophaga	Cit	High	M00855	External	0	Glycogen degradation, glycogen => glucose-6P
Hydrogenophaga	Cit	High	M00873	External	0	Fatty acid biosynthesis in mitochondria, animals
Hydrogenophaga	Cit	High	M00874	External	0	Fatty acid biosynthesis in mitochondria, fungi
Hydrogenophaga	Cit	High	M00880	External	0	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor
Hydrogenophaga	Cit	High	M00911	External	0	Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD
Hydrogenophaga	Cit	High	M00912	External	0	NAD biosynthesis, tryptophan => quinolinate => NAD
Hydrogenophaga	Cit	High	M00913	External	0	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate
Hydrogenophaga	Cit	Low	M00001	External	0	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate
Hydrogenophaga	Cit	Low	M00002	External	0	Glycolysis, core module involving three-carbon compounds
Hydrogenophaga	Cit	Low	M00003	External	0	Gluconeogenesis, oxaloacetate => fructose-6P
Hydrogenophaga	Cit	Low	M00004	External	0	Pentose phosphate pathway (Pentose phosphate cycle)
Hydrogenophaga	Cit	Low	M00006	External	0	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
Hydrogenophaga	Cit	Low	M00007	External	0	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
Hydrogenophaga	Cit	Low	M00008	External	0	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate
Hydrogenophaga	Cit	Low	M00009	Internal	0	Citrate cycle (TCA cycle, Krebs cycle)
Hydrogenophaga	Cit	Low	M00010	Internal	0	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate
Hydrogenophaga	Cit	Low	M00011	External	0	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
Hydrogenophaga	Cit	Low	M00012	Internal	0	Glyoxylate cycle
Hydrogenophaga	Cit	Low	M00013	External	0	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA
Hydrogenophaga	Cit	Low	M00015	External	0	Proline biosynthesis, glutamate => proline
Hydrogenophaga	Cit	Low	M00016	External	0	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine
Hydrogenophaga	Cit	Low	M00019	External	0	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine
Hydrogenophaga	Cit	Low	M00026	External	0	Histidine biosynthesis, PRPP => histidine
Hydrogenophaga	Cit	Low	M00029	External	0	Urea cycle
Hydrogenophaga	Cit	Low	M00032	External	0	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA
Hydrogenophaga	Cit	Low	M00036	External	0	Leucine degradation, leucine => acetoacetate + acetyl-CoA
Hydrogenophaga	Cit	Low	M00049	External	0	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
Hydrogenophaga	Cit	Low	M00050	External	0	Guanine ribonucleotide biosynthesis, IMP => GDP,GTP
Hydrogenophaga	Cit	Low	M00052	External	0	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
Hydrogenophaga	Cit	Low	M00053	External	0	Pyrimidine deoxyribonuleotide biosynthesis, CDP => dCTP
Hydrogenophaga	Cit	Low	M00082	External	0	Fatty acid biosynthesis, initiation
Hydrogenophaga	Cit	Low	M00083	External	0	Fatty acid biosynthesis, elongation
Hydrogenophaga	Cit	Low	M00087	External	0	beta-Oxidation
Hydrogenophaga	Cit	Low	M00088	External	0	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone
Hydrogenophaga	Cit	Low	M00095	External	0	C5 isoprenoid biosynthesis, mevalonate pathway
Hydrogenophaga	Cit	Low	M00096	External	0	C5 isoprenoid biosynthesis, non-mevalonate pathway
Hydrogenophaga	Cit	Low	M00115	External	0	NAD biosynthesis, aspartate => quinolinate => NAD
Hydrogenophaga	Cit	Low	M00116	External	0	Menaquinone biosynthesis, chorismate (+ polyprenyl-PP) => menaquinol
Hydrogenophaga	Cit	Low	M00117	External	0	Ubiquinone biosynthesis, prokaryotes, chorismate (+ polyprenyl-PP) => ubiquinol
Hydrogenophaga	Cit	Low	M00118	External	0	Glutathione biosynthesis, glutamate => glutathione
Hydrogenophaga	Cit	Low	M00119	External	0	Pantothenate biosynthesis, valine/L-aspartate => pantothenate
Hydrogenophaga	Cit	Low	M00123	External	0	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin
Hydrogenophaga	Cit	Low	M00125	External	0	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD
Hydrogenophaga	Cit	Low	M00144	External	0	NADH:quinone oxidoreductase, prokaryotes
Hydrogenophaga	Cit	Low	M00149	External	0	Succinate dehydrogenase, prokaryotes
Hydrogenophaga	Cit	Low	M00165	External	0	Reductive pentose phosphate cycle (Calvin cycle)
Hydrogenophaga	Cit	Low	M00167	External	0	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
Hydrogenophaga	Cit	Low	M00168	External	0	CAM (Crassulacean acid metabolism), dark
Hydrogenophaga	Cit	Low	M00173	Internal	0	Reductive citrate cycle (Arnon-Buchanan cycle)
Hydrogenophaga	Cit	Low	M00176	External	0	Assimilatory sulfate reduction, sulfate => H2S
Hydrogenophaga	Cit	Low	M00307	External	0	Pyruvate oxidation, pyruvate => acetyl-CoA
Hydrogenophaga	Cit	Low	M00344	External	0	Formaldehyde assimilation, xylulose monophosphate pathway
Hydrogenophaga	Cit	Low	M00345	External	0	Formaldehyde assimilation, ribulose monophosphate pathway
Hydrogenophaga	Cit	Low	M00346	External	0	Formaldehyde assimilation, serine pathway
Hydrogenophaga	Cit	Low	M00357	External	0	Methanogenesis, acetate => methane
Hydrogenophaga	Cit	Low	M00373	External	0	Ethylmalonyl pathway
Hydrogenophaga	Cit	Low	M00374	External	0	Dicarboxylate-hydroxybutyrate cycle
Hydrogenophaga	Cit	Low	M00375	External	0	Hydroxypropionate-hydroxybutylate cycle
Hydrogenophaga	Cit	Low	M00376	External	0	3-Hydroxypropionate bi-cycle
Hydrogenophaga	Cit	Low	M00432	External	0	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate
Hydrogenophaga	Cit	Low	M00525	External	0	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine
Hydrogenophaga	Cit	Low	M00526	External	0	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine
Hydrogenophaga	Cit	Low	M00527	External	0	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine
Hydrogenophaga	Cit	Low	M00532	External	0	Photorespiration
Hydrogenophaga	Cit	Low	M00533	External	0	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate
Hydrogenophaga	Cit	Low	M00535	External	0	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate
Hydrogenophaga	Cit	Low	M00555	External	0	Betaine biosynthesis, choline => betaine
Hydrogenophaga	Cit	Low	M00565	External	0	Trehalose biosynthesis, D-glucose 1P => trehalose
Hydrogenophaga	Cit	Low	M00570	External	0	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine
Hydrogenophaga	Cit	Low	M00572	External	0	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP
Hydrogenophaga	Cit	Low	M00577	External	0	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin
Hydrogenophaga	Cit	Low	M00616	External	0	Sulfate-sulfur assimilation
Hydrogenophaga	Cit	Low	M00620	External	0	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate
Hydrogenophaga	Cit	Low	M00642	External	0	Multidrug resistance, efflux pump MexJK-OprM
Hydrogenophaga	Cit	Low	M00740	Internal	0	Methylaspartate cycle
Hydrogenophaga	Cit	Low	M00793	External	0	dTDP-L-rhamnose biosynthesis
Hydrogenophaga	Cit	Low	M00844	External	0	Arginine biosynthesis, ornithine => arginine
Hydrogenophaga	Cit	Low	M00845	External	0	Arginine biosynthesis, glutamate => acetylcitrulline => arginine
Hydrogenophaga	Cit	Low	M00849	External	0	C5 isoprenoid biosynthesis, mevalonate pathway, archaea
Hydrogenophaga	Cit	Low	M00855	External	0	Glycogen degradation, glycogen => glucose-6P
Hydrogenophaga	Cit	Low	M00873	External	0	Fatty acid biosynthesis in mitochondria, animals
Hydrogenophaga	Cit	Low	M00874	External	0	Fatty acid biosynthesis in mitochondria, fungi
Hydrogenophaga	Cit	Low	M00880	External	0	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor
Hydrogenophaga	Cit	Low	M00911	External	0	Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD
Hydrogenophaga	Cit	Low	M00912	External	0	NAD biosynthesis, tryptophan => quinolinate => NAD
Hydrogenophaga	Cit	Low	M00913	External	0	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate
Hydrogenophaga	Cit	Low	M00938	External	0	Pyrimidine deoxyribonuleotide biosynthesis, UDP => dTTP
Hydrogenophaga	FBP	High	M00001	External	0	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate
Hydrogenophaga	FBP	High	M00002	External	0	Glycolysis, core module involving three-carbon compounds
Hydrogenophaga	FBP	High	M00003	External	0	Gluconeogenesis, oxaloacetate => fructose-6P
Hydrogenophaga	FBP	High	M00004	External	0	Pentose phosphate pathway (Pentose phosphate cycle)
Hydrogenophaga	FBP	High	M00006	External	0	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
Hydrogenophaga	FBP	High	M00007	External	0	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
Hydrogenophaga	FBP	High	M00008	External	0	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate
Hydrogenophaga	FBP	High	M00010	External	0	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate
Hydrogenophaga	FBP	High	M00012	External	0	Glyoxylate cycle
Hydrogenophaga	FBP	High	M00013	External	0	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA
Hydrogenophaga	FBP	High	M00015	External	0	Proline biosynthesis, glutamate => proline
Hydrogenophaga	FBP	High	M00016	External	0	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine
Hydrogenophaga	FBP	High	M00019	External	0	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine
Hydrogenophaga	FBP	High	M00029	External	0	Urea cycle
Hydrogenophaga	FBP	High	M00038	External	0	Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate
Hydrogenophaga	FBP	High	M00049	External	0	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
Hydrogenophaga	FBP	High	M00050	External	0	Guanine ribonucleotide biosynthesis, IMP => GDP,GTP
Hydrogenophaga	FBP	High	M00052	External	0	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
Hydrogenophaga	FBP	High	M00053	External	0	Pyrimidine deoxyribonuleotide biosynthesis, CDP => dCTP
Hydrogenophaga	FBP	High	M00082	External	0	Fatty acid biosynthesis, initiation
Hydrogenophaga	FBP	High	M00096	External	0	C5 isoprenoid biosynthesis, non-mevalonate pathway
Hydrogenophaga	FBP	High	M00115	External	0	NAD biosynthesis, aspartate => quinolinate => NAD
Hydrogenophaga	FBP	High	M00118	External	0	Glutathione biosynthesis, glutamate => glutathione
Hydrogenophaga	FBP	High	M00119	External	0	Pantothenate biosynthesis, valine/L-aspartate => pantothenate
Hydrogenophaga	FBP	High	M00123	External	0	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin
Hydrogenophaga	FBP	High	M00125	External	0	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD
Hydrogenophaga	FBP	High	M00144	External	0	NADH:quinone oxidoreductase, prokaryotes
Hydrogenophaga	FBP	High	M00165	Internal	0	Reductive pentose phosphate cycle (Calvin cycle)
Hydrogenophaga	FBP	High	M00167	Internal	0	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
Hydrogenophaga	FBP	High	M00168	External	0	CAM (Crassulacean acid metabolism), dark
Hydrogenophaga	FBP	High	M00176	External	0	Assimilatory sulfate reduction, sulfate => H2S
Hydrogenophaga	FBP	High	M00344	Internal	0	Formaldehyde assimilation, xylulose monophosphate pathway
Hydrogenophaga	FBP	High	M00345	Internal	0	Formaldehyde assimilation, ribulose monophosphate pathway
Hydrogenophaga	FBP	High	M00346	External	0	Formaldehyde assimilation, serine pathway
Hydrogenophaga	FBP	High	M00357	External	0	Methanogenesis, acetate => methane
Hydrogenophaga	FBP	High	M00432	External	0	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate
Hydrogenophaga	FBP	High	M00525	External	0	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine
Hydrogenophaga	FBP	High	M00526	External	0	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine
Hydrogenophaga	FBP	High	M00527	External	0	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine
Hydrogenophaga	FBP	High	M00533	External	0	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate
Hydrogenophaga	FBP	High	M00535	External	0	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate
Hydrogenophaga	FBP	High	M00555	External	0	Betaine biosynthesis, choline => betaine
Hydrogenophaga	FBP	High	M00565	External	0	Trehalose biosynthesis, D-glucose 1P => trehalose
Hydrogenophaga	FBP	High	M00570	External	0	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine
